Title,Authors,Subjects,Bookshelves,Read online (web)
An elementary treatise on electricity,"Maxwell, James Clerk",QC ; Electricity,Browsing: Science - Physics; Browsing: Science - General,
La gaviota,"Caballero, Fernán",Spanish fiction -- 19th century ; Women -- Spain -- Fiction ; PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/23600.html.images
Harry Fenimore's Principles,"Hopkins, Isabel Thompson",Christian life -- Juvenile fiction ; Boys -- Conduct of life -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/65362.html.images
"Divine Comedy, Longfellow's Translation, Complete",Dante Alighieri,"PQ ; Italian poetry -- To 1400 -- Translations into English ; Epic poetry, Italian -- Translations into English",Italy; Harvard Classics; Browsing: History - General; Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/1004.html.images
Geographic Distribution and Taxonomy of the Chipmunks of Wyoming,"White, John A.",QH ; Chipmunks,Animal; Animals-Wild-Mammals; Browsing: Nature/Gardening/Animals; Browsing: Science - Genetics/Biology/Evolution,https://www.gutenberg.org/ebooks/31951.html.images
"Alexandria and Her Schools
Four Lectures Delivered at the Philosophical Institution, Edinburgh","Kingsley, Charles",Alexandrian school ; B,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/1275.html.images
"The Works of Guy de Maupassant, Volume VIII.","Maupassant, Guy de","PQ ; French fiction -- Translations into English ; Short stories, French -- Translations into English",Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/22069.html.images
Raamatun tutkisteluja 4: Harmagedonin taistelu,"Russell, C. T. (Charles Taze)","Jehovah's witnesses -- Controversial literature ; BX ; Bible -- Criticism, interpretation, etc.",Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/56898.html.images
A Short Account of the History of Mathematics,"Ball, W. W. Rouse (Walter William Rouse)",QA ; Mathematics -- History,Mathematics; Browsing: History - General; Browsing: Mathematics; Browsing: Science - General,
"Pugilistica: The History of British Boxing, Volume 1 (of 3)
Containing Lives of the Most Celebrated Pugilists; Full Reports of Their Battles from Contemporary Newspapers, With Authentic Portraits, Personal Anecdotes, and Sketches of the Principal Patrons of the Prize Ring, Forming a Complete History of the Ring from Fig and Broughton, 1719-40, to the Last Championship Battle Between King and Heenan, in December 1863","Miles, Henry Downes",Boxing ; GV,Browsing: History - British; Browsing: History - General; Browsing: Sports/Hobbies/Motoring,https://www.gutenberg.org/ebooks/59465.html.images
Il Vanzeli di Mateo,,BS ; Bible. Gospels,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/27460.html.images
Sir Isaac Brock,"Eayrs, Hugh S. (Hugh Sterling)","E300 ; Brock, Isaac, Sir, 1769-1812",Browsing: Biographies; Browsing: History - American; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/49214.html.images
The Great War in Verse and Prose,,"PN ; World War, 1914-1918 -- Poetry ; World War, 1914-1918 ; D501",Browsing: History - Warfare; Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/46427.html.images
Œuvres complètes de Alfred de Musset — Tome 5,"Musset, Alfred de",French literature ; PQ,FR Théâtre; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/23567.html.images
Sixtine: roman de la vie cérébrale,"Gourmont, Remy de",French fiction -- 19th century ; PQ,FR Littérature; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/17646.html.images
The Wreck of the Golden Mary,"Dickens, Charles",Sea stories ; Gold mines and mining -- Fiction ; PR ; Shipwrecks -- Fiction,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/1465.html.images
"A History of Inventions, Discoveries, and Origins, Volume 2 (of 2)","Beckmann, Johann",Inventions -- History ; T,Browsing: Computers & Technology; Browsing: History - General; Browsing: Science - General,https://www.gutenberg.org/ebooks/48152.html.images
Une nuit,"Bernanos, Georges","French fiction -- 20th century ; PQ ; Short stories, French",Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/72836.html.images
Masterman Ready,"Marryat, Frederick",PZ ; Adventure stories ; Sea stories ; Islands -- Fiction ; Survival -- Fiction ; Shipwrecks -- Fiction ; PR,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,https://www.gutenberg.org/ebooks/1412.html.images
Le Noël des Petits Gueux,"Du Veuzit, Max",French drama ; PQ,FR Théâtre; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction,https://www.gutenberg.org/ebooks/27619.html.images
The Laurel Bush: An Old-Fashioned Love Story,"Craik, Dinah Maria Mulock",Fiction ; Love stories ; PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/14708.html.images
A Vanished Arcadia: Being Some Account of the Jesuits in Paraguay 1607-1767,"Cunninghame Graham, R. B. (Robert Bontine)",Jesuits -- Paraguay ; Paraguay -- History -- To 1811 ; F2661,Browsing: History - American; Browsing: History - General,https://www.gutenberg.org/ebooks/1479.html.images
President Wilson's Addresses,"Wilson, Woodrow","United States -- Politics and government -- 1913-1921 ; World War, 1914-1918 -- United States ; E740",Browsing: History - American; Browsing: Politics,https://www.gutenberg.org/ebooks/17427.html.images
"Half-Hours with Great Story-Tellers
Artemus Ward, George Macdonald, Max Adeler, Samuel Lover, and Others",Various,Fiction ; PN ; Short stories,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/6326.html.images
The Great Keinplatz Experiment and Other Tales of Twilight and the Unseen,"Doyle, Arthur Conan","Short stories, English ; Fiction ; PR",Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/32777.html.images
"Admirals of the British Navy
Portraits in Colours with Introductory and Biographical Notes",,"D501 ; Admirals -- Great Britain ; World War, 1914-1918 -- Biography ; DA",Browsing: Biographies; Browsing: History - British; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/41399.html.images
As It Was,"Payne, Paul L.",Human-alien encounters -- Fiction ; Hunters -- Fiction ; Science fiction ; Life on other planets -- Fiction ; PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/63953.html.images
"The Boy's King Arthur
Sir Thomas Malory's History of King Arthur and His Knights of the Round Table","Malory, Thomas, Sir","Arthur, King -- Legends ; Folklore -- England ; Knights and knighthood -- Folklore ; PZ ; Arthurian romances -- Adaptations",Browsing: Culture/Civilization/Society; Browsing: Literature,https://www.gutenberg.org/ebooks/66585.html.images
"Chapters of Opera
Being historical and critical observations and records concerning the lyric drama in New York from its earliest days down to the present time","Krehbiel, Henry Edward",ML ; Opera -- New York (State) -- New York,Opera; Browsing: Culture/Civilization/Society; Browsing: Music,https://www.gutenberg.org/ebooks/5995.html.images
An Occurrence at Owl Creek Bridge,"Bierce, Ambrose","Prisoners -- Fiction ; PS ; Short stories ; United States -- History -- Civil War, 1861-1865 -- Fiction",US Civil War; Horror; Browsing: History - American; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/375.html.images
The war of the Carolinas,"Nicholson, Meredith","Courtship -- Fiction ; Governors -- Fiction ; Fathers and daughters -- Fiction ; South Carolina -- Fiction ; Young women -- Fiction ; Distilling, Illicit -- Fiction ; PS ; North Carolina -- Fiction",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/68275.html.images
Medical Life in the Navy,"Stables, Gordon",Ship physicians -- Great Britain -- Anecdotes ; V ; Great Britain. Royal Navy -- Medical care -- Anecdotes,Browsing: Biographies; Browsing: Health & Medicine; Browsing: History - Royalty,https://www.gutenberg.org/ebooks/37328.html.images
Minnie's Pet Parrot,"Leslie, Madeline",Pets -- Social aspects -- Juvenile fiction ; PZ ; Natural history -- Juvenile fiction ; Children -- Conduct of life -- Juvenile fiction ; Children and animals -- Juvenile fiction ; Parrots -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/26617.html.images
Der Doppelgänger,"Dostoyevsky, Fyodor",Psychological fiction ; PG ; Saint Petersburg (Russia) -- Fiction ; Doppelgängers -- Fiction,Browsing: Literature; Browsing: Psychiatry/Psychology; Browsing: Fiction,https://www.gutenberg.org/ebooks/48527.html.images
Eyes Like the Sea: A Novel,"Jókai, Mór",Man-woman relationships -- Fiction ; PH ; Historical fiction ; Hungary -- Fiction,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/31642.html.images
"The Catholic World, Vol. 27, April 1878 to September 1878",Various,Catholic Church -- Periodicals ; AP,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/59433.html.images
"Our Battalion
Being Some Slight Impressions of His Majesty's Auxiliary Forces, in Camp and Elsewhere","Raven-Hill, L. (Leonard)",Caricatures and cartoons -- Great Britain ; U ; Armies -- Caricatures and cartoons ; NC,Browsing: Art & Photography; Browsing: Culture/Civilization/Society,https://www.gutenberg.org/ebooks/34115.html.images
Curiosities of Light and Sight,"Bidwell, Shelford",Light ; QC ; Vision ; QP,Browsing: Science - General,https://www.gutenberg.org/ebooks/40119.html.images
Little Frankie and His Cousin,"Leslie, Madeline",Families -- Juvenile fiction ; Cousins -- Juvenile fiction ; Temper -- Juvenile fiction ; PZ ; Obedience -- Juvenile fiction ; Children -- Conduct of life -- Juvenile fiction ; Truthfulness and falsehood -- Juvenile fiction ; Christian life -- Juvenile fiction ; Conduct of life -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/33522.html.images
"Married or single?, Vol. 1 (of 3)","Croker, B. M. (Bithia Mary)",English fiction -- Irish authors ; PR,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/72106.html.images
Halil the Pedlar: A Tale of Old Stambul,"Jókai, Mór","Turkey -- History -- Mahmud I, 1730-1754 -- Fiction ; Janizaries -- Fiction ; PH",Historical Fiction; Browsing: History - General; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/17597.html.images
La conscience dans le mal: roman,"Gilbert de Voisins, Auguste",French fiction -- 20th century ; PQ,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/68516.html.images
Biografia di Giuseppe Garibaldi,"Cuneo, Gian Battista","DG ; Garibaldi, Giuseppe, 1807-1882",IT Biografie; Browsing: Biographies; Browsing: History - European,https://www.gutenberg.org/ebooks/54301.html.images
England under the Tudors,"Innes, Arthur D. (Arthur Donald)","DA ; Great Britain -- History -- Tudors, 1485-1603",United Kingdom; Browsing: History - British; Browsing: History - General,https://www.gutenberg.org/ebooks/6727.html.images
La femme du diable,"Lafon-Labatut, Joseph",PQ ; Poetry,FR Poésie; Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/33595.html.images
"Historical Record of the Sixth, or Royal First Warwickshire Regiment of Foot
Containing an Account of the Formation of the Regiment in the Year 1674, and of Its Subsequent Services to 1838","Cannon, Richard",Great Britain. Army -- History ; Great Britain. Army. Infantry. 6th Regiment (Royal 1st Warwickshire) ; UA,Browsing: History - British; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/55629.html.images
The Yellow Claw,"Rohmer, Sax",London (England) -- Social life and customs -- Fiction ; Murder -- Fiction ; Hoodlums -- Fiction ; Detective and mystery stories ; PR,Crime Fiction; Browsing: Culture/Civilization/Society; Browsing: Crime/Mystery; Browsing: Fiction,https://www.gutenberg.org/ebooks/2028.html.images
The Romance of a Poor Young Man,"Feuillet, Octave",Young men -- France -- Fiction ; PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/45200.html.images
Breaking Point,"Gunn, James E.",Science fiction ; PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/21988.html.images
"The Riflemen of the Ohio: A Story of the Early Days along ""The Beautiful River""","Altsheler, Joseph A. (Joseph Alexander)",Frontier and pioneer life -- Juvenile fiction ; Ohio River -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction,https://www.gutenberg.org/ebooks/25998.html.images
The Days of Auld Lang Syne,"Maclaren, Ian",Scotland -- Social life and customs -- Fiction ; Short stories ; PR,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction",https://www.gutenberg.org/ebooks/43726.html.images
Under the Mendips: A Tale,"Marshall, Emma",Families -- Fiction ; Riots -- England -- Bristol -- Fiction ; Country life -- England -- Fiction ; PR ; Wells (England) -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/33257.html.images
"The Isle of Palms, and Other Poems","Wilson, John",Scottish poetry ; PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/38741.html.images
"Briefe an Ludwig Tieck (2/4)
Zweiter Band","Tieck, Ludwig","PT ; Tieck, Ludwig, 1773-1853 -- Correspondence",Browsing: Biographies; Browsing: Language & Communication; Browsing: Literature,https://www.gutenberg.org/ebooks/49161.html.images
Mr. Justice Raffles,"Hornung, E. W. (Ernest William)",Raffles (Fictitious character) -- Fiction ; PR ; Criminals -- England -- Fiction,Crime Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/9806.html.images
Cosmic symbolism,Sepharial,BF ; Occultism ; Symbolism ; Symbolism of numbers ; Cabala,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/70749.html.images
"Auguste Comte et Herbert Spencer
Contribution à l'histoire des idées philosophiques au XIXe siècle","Roberty, E. de (Eugène)","B ; Comte, Auguste, 1798-1857 ; Spencer, Herbert, 1820-1903","FR Philosophie, Religion et Morale; Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal",https://www.gutenberg.org/ebooks/16888.html.images
The Motor Maid,"Williamson, C. N. (Charles Norris) ; Williamson, A. M. (Alice Muriel)",Automobiles -- Fiction ; Voyages and travels -- Fiction ; Young women -- Fiction ; France -- Fiction ; PR,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,https://www.gutenberg.org/ebooks/17342.html.images
Lonesome Town,"Dorrance, E. S. (Ethel Smith) ; Dorrance, James French",Ranchers -- Fiction ; Love stories ; Mystery fiction ; New York (N.Y.) -- Fiction ; PS,Browsing: Culture/Civilization/Society; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/35819.html.images
"Edgar Allan Poe
Die Dichtung, Band XLII","Ewers, Hanns Heinz","Fantasy literature, American -- Appreciation ; PS ; Poe, Edgar Allan, 1809-1849 -- Appreciation",DE Lyrik; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/20589.html.images
The Coxon Fund,"James, Henry",Fiction ; PS,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/1193.html.images
The Golden Butterfly,"Besant, Walter ; Rice, James",English fiction -- 19th century ; PR,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/43442.html.images
Apologia pro vita sua,"Newman, John Henry","Cardinals -- England -- Biography ; Catholic Church -- Apologetic works ; BX ; Newman, John Henry, Saint, 1801-1890 ; Catholic Church -- Doctrines",Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/19690.html.images
"The Fourth Estate, vol. 2","Palacio Valdés, Armando",Spanish fiction -- Translations into English ; PQ ; Spain -- Social life and customs -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/38394.html.images
Bobby of the Labrador,"Wallace, Dillon",Adventure stories ; Polar regions -- Juvenile fiction ; Voyages and travels -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Travel & Geography; Browsing: Fiction,https://www.gutenberg.org/ebooks/14882.html.images
"History of the Johnstown Flood
Including all the Fearful Record; the Breaking of the South Fork Dam; the Sweeping Out of the Conemaugh Valley; the Over-Throw of Johnstown; the Massing of the Wreck at the Railroad Bridge; Escapes, Rescues, Searches for Survivors and the Dead; Relief Organizations, Stupendous Charities, etc., etc., With Full Accounts also of the Destruction on the Susquehanna and Juniata Rivers, and the Bald Eagle Creek.","Johnson, Willis Fletcher",Floods -- Pennsylvania -- Johnstown (Cambria County) ; F106,Browsing: History - American; Browsing: History - General,https://www.gutenberg.org/ebooks/41271.html.images
"Punch, or the London Charivari, Vol. 98, January 25th, 1890",Various,AP ; English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature,https://www.gutenberg.org/ebooks/30818.html.images
Wizard,"Janifer, Laurence M.",Conspiracies -- Fiction ; Telepathy -- Fiction ; PS ; Inquisition -- Fiction,Science Fiction; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/24375.html.images
"The Art of Fencing; Or, The Use of the Small Sword","Labat, maître d'armes",U ; Fencing ; Swords,Browsing: History - Warfare; Browsing: Sports/Hobbies/Motoring,https://www.gutenberg.org/ebooks/12135.html.images
La vita militare: bozzetti,"De Amicis, Edmondo",Italy -- Fiction ; PQ,IT Psicologia e Sociologia; Browsing: Culture/Civilization/Society; Browsing: Psychiatry/Psychology; Browsing: Sociology; Browsing: Fiction,https://www.gutenberg.org/ebooks/45647.html.images
"The Motor Girls on the Coast; or, The Waif From the Sea","Penrose, Margaret",Seashore -- Juvenile fiction ; Girls -- Societies and clubs -- Juvenile fiction ; Motorboats -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/32024.html.images
"The Mirror of Literature, Amusement, and Instruction. Volume 19, No. 542, April 14, 1832",Various,Popular literature -- Great Britain -- Periodicals ; AP,"The Mirror of Literature, Amusement, and Instruction; Browsing: Culture/Civilization/Society; Browsing: Literature",https://www.gutenberg.org/ebooks/12552.html.images
East o' the Sun and West o' the Moon,"Thorne-Thomsen, Gudrun ; Moe, Jørgen Engebretsen ; Asbjørnsen, Peter Christen",Fairy tales -- Norway ; Folklore -- Norway ; PZ,Browsing: Culture/Civilization/Society; Browsing: Literature,https://www.gutenberg.org/ebooks/8653.html.images
The torch bearer,"Ryan, Agnes E.","Women -- Suffrage -- United States ; JK ; Woman's journal (Boston, Mass. : 1870)",Browsing: Gender & Sexuality Studies; Browsing: History - American; Browsing: Politics,https://www.gutenberg.org/ebooks/12071.html.images
Astounding Stories of Super-Science September 1930,Various,"Science fiction, American -- Periodicals ; PN ; Science fiction -- Periodicals",Science Fiction; Astounding Stories; Browsing: Literature; Browsing: Science-Fiction & Fantasy,https://www.gutenberg.org/ebooks/29255.html.images
The Old Market-Cart,"Griswold, F. Burge (Frances Burge)",Siblings -- Juvenile fiction ; PZ ; Weeds -- Juvenile fiction ; Children -- Conduct of life -- Juvenile fiction ; Country life -- Juvenile fiction ; Boys -- Juvenile fiction ; Flowers -- Juvenile fiction ; Conduct of life -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/45552.html.images
Forest Pictures in the Adirondacks,"Street, Alfred Billings",PS ; Adirondack Mountains (N.Y.) -- Poetry,Browsing: Literature; Browsing: Nature/Gardening/Animals; Browsing: Poetry,https://www.gutenberg.org/ebooks/61432.html.images
"Blackwood's Edinburgh Magazine, Volume 54, No. 334, August 1843",Various,Scotland -- Periodicals ; AP ; England -- Periodicals,Blackwood's Edinburgh Magazine; Browsing: Culture/Civilization/Society; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - General,https://www.gutenberg.org/ebooks/25065.html.images
Our Little Swedish Cousin,"Coburn, Claire Martha",Children -- Sweden -- Juvenile literature ; PZ,Browsing: Children & Young Adult Reading; Browsing: Literature,https://www.gutenberg.org/ebooks/43638.html.images
Tales of Unrest,"Conrad, Joseph","Adventure stories, English ; Short stories ; PR",Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/1202.html.images
White House China of the Lincoln Administration in the Museum of History and Technology,"Klapthor, Margaret Brown",Washington (D.C.) -- Social life and customs ; Porcelain -- Washington (D.C.) ; NK ; Dinners and dining -- Washington (D.C.),Browsing: Art & Photography; Browsing: Culture/Civilization/Society; Browsing: History - American,https://www.gutenberg.org/ebooks/36082.html.images
Outlines of Greek and Roman Medicine,"Elliott, James, Sir","Medicine, Greek and Roman ; R",Medicine; Browsing: Health & Medicine; Browsing: History - General,https://www.gutenberg.org/ebooks/21325.html.images
"A Son of the Gods, and A Horseman in the Sky","Bierce, Ambrose","War stories, American ; PS ; United States -- History -- Civil War, 1861-1865 -- Fiction",US Civil War; Browsing: History - American; Browsing: History - Warfare; Browsing: Fiction,https://www.gutenberg.org/ebooks/5661.html.images
An Inquiry Into the Nature and Causes of the Wealth of Nations,"Smith, Adam ; Garnier, M. (Germain)",Economics ; HB,Browsing: Economics; Browsing: Sociology,https://www.gutenberg.org/ebooks/38194.html.images
The Last Plunge,"Sackett, Samuel J. (Samuel John)",Short stories ; Uranus (Planet) -- Fiction ; Hunters -- Fiction ; Science fiction ; PS ; Hunting -- Fiction,Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/66613.html.images
"Boscobel; or, the royal oak: A tale of the year 1651","Ainsworth, William Harrison","Great Britain -- History -- Commonwealth and Protectorate, 1649-1660 -- Fiction ; PR",Browsing: History - British; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/47348.html.images
Nancy Brandon's Mystery,"Garis, Lilian",Character -- Juvenile fiction ; Interpersonal relations -- Juvenile fiction ; Identity (Philosophical concept) -- Juvenile fiction ; Aversion -- Juvenile fiction ; Mystery and detective stories ; PZ,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Fiction,https://www.gutenberg.org/ebooks/56894.html.images
Virkistysmatka: 3-näytöksinen pila,"Vuoritsalo, Nuutti",Finnish drama -- 20th century ; PH,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/56240.html.images
Index of the Project Gutenberg Works of Frances Hodgson Burnett,"Burnett, Frances Hodgson",Indexes ; PS,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature,https://www.gutenberg.org/ebooks/58806.html.images
The Lady of the Decoration,"Little, Frances","PS ; Japan -- History -- Meiji period, 1868-1912 -- Fiction","Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction",https://www.gutenberg.org/ebooks/7523.html.images
Die Prinzessin Girnara: Weltspiel und Legende,"Wassermann, Jakob",Drama ; PT,DE Drama; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/15952.html.images
"The Outdoor Girls in the Saddle; Or, The Girl Miner of Gold Run","Hope, Laura Lee",Girls -- Juvenile fiction ; PZ ; Girls -- Societies and clubs -- Juvenile fiction ; Adventure and adventurers -- Juvenile fiction ; Horses -- Juvenile fiction ; Western stories,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/19318.html.images
"Graham's Magazine, Vol. XLI, No. 5, November 1852",Various,"Literature -- Periodicals ; AP ; Literature, Modern -- 19th century -- Periodicals",Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature,https://www.gutenberg.org/ebooks/47852.html.images
The Rock of the Lion,"Seawell, Molly Elliot","United States -- History -- Revolution, 1775-1783 -- Juvenile fiction ; PZ ; Grandfathers -- Juvenile fiction ; Jones, John Paul, 1747-1792 -- Juvenile fiction ; Boys -- Juvenile fiction ; Historical fiction",Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction,https://www.gutenberg.org/ebooks/47785.html.images
"Hildreth's ""Japan as It Was and Is"": A Handbook of Old Japan, Volume 1 (of 2)","Hildreth, Richard",DS ; Japan -- History,Browsing: History - General,https://www.gutenberg.org/ebooks/66913.html.images
A pound of prevention,"Edmondson, G. C.",Space flight to Mars -- Fiction ; Short stories ; Sick -- Fiction ; Science fiction ; Space ships -- Fiction ; PS,Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/71870.html.images
"The Vaudois Teacher, and other poems
Part 1 From Volume I of The Works of John Greenleaf Whittier","Whittier, John Greenleaf",American poetry -- 19th century ; PS,Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/9560.html.images
Cyropaedia: The Education of Cyrus,Xenophon,"Biographical fiction ; Cyrus, King of Persia, -529 B.C. -- Fiction ; PA ; Education of princes -- Fiction",Browsing: History - Ancient; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/2085.html.images
Concerning Women,"La Follette, Suzanne",Marriage ; Women -- Social and moral questions ; HQ,Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies,https://www.gutenberg.org/ebooks/68226.html.images
The Toxicity of Caffein: An experimental study on different species of animals,"Salant, William ; Rieger, J. B. (John Benjamin)",RM ; Caffeine -- Physiological effect,Browsing: Health & Medicine; Browsing: Nutrition,https://www.gutenberg.org/ebooks/46356.html.images
The Harvester,"Stratton-Porter, Gene",Indiana -- Fiction ; Didactic fiction ; Herbalists -- Fiction ; PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction",
"Madame Thérèse
Introduction and notes by Edward Manley",Erckmann-Chatrian,"PQ ; France -- History -- Revolution, 1789-1799 -- Fiction",FR Littérature; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/22039.html.images
Imperialism in South Africa,"Ritchie, J. Ewing (James Ewing)",Great Britain -- Foreign relations -- South Africa -- Transvaal ; Transvaal (South Africa) -- Foreign relations -- Great Britain ; DT ; South Africa -- Politics and government,Browsing: History - European; Browsing: Politics,https://www.gutenberg.org/ebooks/58121.html.images
"History for ready reference, Volume 6","Larned, J. N. (Josephus Nelson)",D ; History -- Dictionaries,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - General,https://www.gutenberg.org/ebooks/71897.html.images
"The Expeditions of Zebulon Montgomery Pike, Volume 2 (of 3)
To Headwaters of the Mississippi River Through Louisiana Territory, and in New Spain, During the Years 1805-6-7.","Pike, Zebulon Montgomery ; Coues, Elliott","West (U.S.) -- Discovery and exploration ; F590.3 ; Pike, Zebulon Montgomery, 1779-1813 -- Travel -- West (U.S.) ; West (U.S.) -- Description and travel ; Mississippi River -- Description and travel ; New Mexico -- Description and travel ; West (U.S.) -- History -- To 1848",Browsing: History - American; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/43775.html.images
The flowering plants of South Africa; vol. 3,"Pole Evans, I. B. (Illtyd Buller)",QK ; Plants -- South Africa -- Periodicals ; Plants -- South Africa -- Pictorial works -- Periodicals,Browsing: Nature/Gardening/Animals; Browsing: Science - General,https://www.gutenberg.org/ebooks/66680.html.images
The Lake Gun,"Cooper, James Fenimore",PS ; Curiosities and wonders -- Fiction ; Seneca Lake (N.Y.) -- Fiction,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,https://www.gutenberg.org/ebooks/2328.html.images
